iter	Passed	Remaining
359	1456	2588
360	1460	2584
361	1464	2580
362	1468	2576
363	1472	2572
364	1476	2569
365	1480	2565
366	1484	2560
367	1488	2557
368	1492	2552
369	1496	2548
370	1501	2545
371	1505	2541
372	1508	2536
373	1513	2533
374	1517	2529
375	1521	2525
376	1525	2521
377	1529	2517
378	1533	2513
379	1537	2508
380	1541	2505
381	1545	2500
382	1549	2495
383	1554	2493
384	1558	2488
385	1561	2484
386	1565	2479
387	1569	2475
388	1573	2470
389	1577	2467
390	1582	2464
391	1586	2460
392	1591	2458
393	1596	2455
394	1600	2451
395	1604	2447
396	1608	2442
397	1612	2439
398	1616	2434
399	1620	2430
400	1624	2426
401	1628	2422
402	1632	2418
403	1637	2415
404	1641	2411
405	1645	2407
406	1650	2404
407	1653	2399
408	1658	2396
409	1662	2391
410	1666	2387
411	1669	2383
412	1674	2379
413	1678	2375
414	1682	2371
415	1686	2367
416	1690	2363
417	1694	2359
418	1698	2355
419	1703	2352
420	1707	2348
421	1712	2345
422	1717	2342
423	1721	2338
424	1724	2333
425	1728	2329
426	1732	2325
427	1737	2321
428	1741	2318
429	1745	2314
430	1749	2309
431	1753	2305
432	1758	2302
433	1762	2298
434	1767	2295
435	1771	2291
436	1775	2287
437	1780	2284
438	1784	2280
439	1789	2277
440	1793	2273
441	1797	2269
442	1802	2266
443	1806	2261
444	1810	2258
445	1814	2254
446	1819	2250
447	1823	2246
448	1827	2242
449	1832	2239
450	1835	2234
451	1839	2230
452	1844	2227
453	1851	2226
454	1856	2223
455	1861	2220
456	1866	2218
457	1872	2215
458	1877	2212
459	1882	2209
460	1887	2206
461	1892	2203
462	1896	2200
463	1901	2196
464	1906	2193
465	1910	2189
466	1914	2185
467	1921	2184
468	1925	2179
469	1928	2174
470	1932	2170
471	1936	2165
472	1939	2161
473	1944	2157
474	1948	2153
475	1952	2149
476	1957	2146
477	1961	2142
478	1965	2137
479	1970	2134
480	1974	2130
481	1978	2126
482	1982	2122
483	1986	2118
484	1990	2114
485	1995	2110
486	2002	2109
487	2011	2109
488	2018	2109
489	2024	2107
490	2029	2103
491	2035	2101
492	2041	2099
493	2047	2097
494	2055	2096
495	2064	2097
496	2072	2097
497	2081	2097
498	2092	2100
499	2096	2096
500	2100	2091
501	2107	2090
502	2116	2091
503	2133	2099
504	2140	2098
505	2155	2104
506	2161	2102
507	2165	2097
508	2171	2094
509	2177	2092
510	2182	2088
511	2188	2085
512	2193	2082
513	2199	2079
514	2206	2077
515	2212	2075
516	2217	2071
517	2227	2072
518	2252	2087
519	2266	2092
520	2283	2098
521	2293	2100
522	2302	2099
523	2307	2096
524	2312	2092
525	2317	2088
526	2325	2087
527	2332	2084
528	2338	2082
529	2343	2078
530	2347	2073
531	2351	2068
532	2356	2064
533	2361	2060
534	2364	2055
535	2368	2050
536	2373	2046
537	2377	2041
538	2380	2036
539	2384	2031
540	2388	2026
541	2391	2021
542	2395	2015
543	2398	2010
544	2402	2006
545	2407	2001
546	2411	1996
547	2414	1991
548	2417	1985
549	2420	1980
550	2424	1976
551	2428	1971
552	2432	1965
553	2436	1961
554	2440	1956
555	2443	1951
556	2447	1946
557	2451	1941
558	2454	1936
559	2456	1930
560	2459	1924
561	2462	1919
562	2465	1913
563	2469	1909
564	2473	1904
565	2476	1899
566	2480	1894
567	2484	1889
568	2487	1884
569	2491	1879
570	2494	1874
571	2498	1869
572	2501	1864
573	2505	1859
574	2508	1854
575	2512	1849
576	2515	1844
577	2518	1839
578	2521	1833
579	2525	1828
580	2528	1823
581	2532	1818
582	2536	1814
583	2540	1809
584	2545	1805
585	2548	1800
586	2552	1796
587	2556	1791
588	2560	1786
589	2564	1782
590	2568	1777
591	2571	1772
592	2576	1768
593	2579	1763
594	2583	1758
595	2587	1754
596	2591	1749
597	2595	1744
598	2598	1739
599	2601	1734
600	2604	1729
601	2609	1725
602	2612	1719
603	2615	1714
604	2619	1709
605	2622	1704
606	2625	1699
607	2628	1694
608	2632	1690
609	2636	1685
610	2639	1680
611	2643	1675
612	2647	1671
613	2650	1666
614	2653	1661
615	2657	1656
616	2660	1651
617	2663	1646
618	2668	1642
619	2671	1637
620	2675	1632
621	2678	1627
622	2682	1623
623	2686	1618
624	2689	1613
625	2693	1609
626	2696	1604
627	2699	1599
628	2703	1594
629	2706	1589
630	2710	1585
631	2713	1580
632	2717	1575
633	2721	1570
634	2724	1565
635	2727	1561
636	2738	1560
637	2747	1558
638	2755	1556
639	2760	1552
640	2765	1548
641	2772	1546
642	2778	1542
643	2785	1539
644	2789	1535
645	2795	1532
646	2799	1527
647	2803	1522
648	2808	1518
649	2812	1514
650	2816	1509
651	2820	1505
652	2824	1500
653	2828	1496
654	2832	1492
655	2836	1487
656	2840	1482
657	2843	1478
658	2847	1473
659	2851	1468
660	2855	1464
661	2859	1459
662	2863	1455
663	2867	1451
664	2872	1446
665	2875	1442
666	2879	1437
667	2882	1432
668	2886	1427
669	2889	1423
670	2892	1418
671	2896	1413
672	2900	1409
673	2903	1404
674	2906	1399
675	2909	1394
676	2913	1389
677	2916	1384
678	2919	1380
679	2922	1375
680	2926	1370
681	2929	1365
682	2932	1361
683	2935	1356
684	2938	1351
685	2942	1346
686	2946	1342
687	2949	1337
688	2953	1333
689	2956	1328
690	2960	1323
691	2963	1318
692	2966	1314
693	2970	1309
694	2973	1304
695	2976	1300
696	2980	1295
697	2984	1291
698	2987	1286
699	2991	1281
700	2994	1277
701	2997	1272
702	3001	1267
703	3004	1263
704	3007	1258
705	3010	1253
706	3013	1248
707	3016	1244
708	3020	1239
709	3024	1235
710	3027	1230
711	3030	1225
712	3033	1221
713	3037	1216
714	3040	1212
715	3044	1207
716	3048	1203
717	3052	1198
718	3056	1194
719	3059	1189
720	3063	1185
721	3066	1180
722	3069	1176
723	3073	1171
724	3076	1166
725	3079	1162
726	3082	1157
727	3086	1153
728	3090	1148
729	3093	1144
730	3097	1139
731	3099	1134
732	3103	1130
733	3106	1125
734	3110	1121
735	3113	1116
736	3116	1112
737	3119	1107
738	3122	1102
739	3125	1098
740	3128	1093
741	3132	1089
742	3135	1084
743	3139	1080
744	3142	1075
745	3146	1071
746	3149	1066
747	3152	1062
748	3155	1057
749	3159	1053
750	3162	1048
751	3165	1044
752	3168	1039
753	3172	1035
754	3175	1030
755	3179	1026
756	3182	1021
757	3186	1017
758	3189	1012
759	3193	1008
760	3196	1003
761	3199	999
762	3202	994
763	3206	990
764	3210	986
765	3213	981
766	3216	977
767	3219	972
768	3223	968
769	3226	963
770	3229	959
771	3233	954
772	3236	950
773	3240	946
774	3244	941
775	3247	937
776	3250	932
777	3254	928
778	3258	924
779	3262	920
780	3266	915
781	3270	911
782	3274	907
783	3277	903
784	3280	898
785	3283	894
786	3286	889
787	3290	885
788	3293	880
789	3296	876
790	3300	872
791	3303	867
792	3306	863
793	3310	858
794	3313	854
795	3316	850
796	3319	845
797	3323	841
798	3326	836
799	3329	832
800	3333	828
801	3335	823
802	3339	819
803	3342	814
804	3346	810
805	3349	806
806	3352	801
807	3355	797
808	3358	792
809	3361	788
810	3365	784
811	3368	779
812	3372	775
813	3375	771
814	3378	766
815	3382	762
816	3385	758
817	3389	754
818	3392	749
819	3395	745
820	3398	741
821	3402	736
822	3406	732
823	3409	728
824	3414	724
825	3418	720
826	3424	716
827	3430	712
828	3436	708
829	3440	704
830	3444	700
831	3448	696
832	3452	692
833	3456	687
834	3459	683
835	3462	679
836	3466	675
837	3469	670
838	3473	666
839	3477	662
840	3485	658
841	3489	654
842	3494	650
843	3500	646
844	3505	642
845	3509	638
846	3513	634
847	3519	630
848	3525	627
849	3528	622
850	3533	618
851	3537	614
852	3540	610
853	3544	605
854	3547	601
855	3551	597
856	3554	593
857	3558	588
858	3561	584
859	3564	580
860	3568	576
861	3571	571
862	3574	567
863	3578	563
864	3581	558
865	3584	554
866	3587	550
867	3591	546
868	3595	541
869	3598	537
870	3601	533
871	3604	529
872	3608	524
873	3611	520
874	3615	516
875	3618	512
876	3621	507
877	3625	503
878	3628	499
879	3632	495
880	3636	491
881	3639	486
882	3643	482
883	3645	478
884	3648	474
885	3652	469
886	3655	465
887	3658	461
888	3661	457
889	3665	452
890	3668	448
891	3671	444
892	3674	440
893	3678	436
894	3681	431
895	3684	427
896	3687	423
897	3691	419
898	3694	415
899	3698	410
900	3701	406
901	3705	402
902	3708	398
903	3711	394
904	3714	389
905	3717	385
906	3720	381
907	3724	377
908	3727	373
909	3730	368
910	3735	364
911	3738	360
912	3742	356
913	3745	352
914	3748	348
915	3752	344
916	3755	339
917	3758	335
918	3761	331
919	3764	327
920	3767	323
921	3771	319
922	3775	314
923	3777	310
924	3780	306
925	3784	302
926	3787	298
927	3790	294
928	3793	289
929	3797	285
930	3801	281
931	3803	277
932	3808	273
933	3811	269
934	3815	265
935	3818	261
936	3821	256
937	3824	252
938	3828	248
939	3831	244
940	3834	240
941	3838	236
942	3841	232
943	3844	228
944	3847	223
945	3851	219
946	3854	215
947	3858	211
948	3862	207
949	3865	203
950	3868	199
951	3871	195
952	3874	191
953	3877	186
954	3881	182
955	3884	178
956	3887	174
957	3890	170
958	3894	166
959	3898	162
960	3901	158
961	3904	154
962	3907	150
963	3911	146
964	3913	141
965	3917	137
966	3921	133
967	3924	129
968	3929	125
969	3933	121
970	3936	117
971	3940	113
972	3943	109
973	3946	105
974	3950	101
975	3953	97
976	3957	93
977	3960	89
978	3963	85
979	3966	80
980	3970	76
981	3973	72
982	3976	68
983	3980	64
984	3984	60
985	3987	56
986	3990	52
987	3993	48
988	3997	44
989	4000	40
990	4004	36
991	4007	32
992	4011	28
993	4015	24
994	4018	20
995	4022	16
996	4025	12
997	4029	8
998	4033	4
999	4036	0
