iter	Logloss
0	0.587042519
1	0.5004296013
2	0.4399897081
3	0.3946416521
4	0.3563936673
5	0.3293640198
6	0.2839370889
7	0.2642526044
8	0.2455676677
9	0.2312270719
10	0.2046198653
11	0.1712775049
12	0.1419125355
13	0.1364274169
14	0.1197725301
15	0.1057380102
16	0.08926119867
17	0.08383766472
18	0.07904239973
19	0.07204634707
20	0.06813537564
21	0.06059700209
22	0.05812065181
23	0.05247525815
24	0.05077227799
25	0.04850779028
26	0.04610736799
27	0.04190941059
28	0.04009597585
29	0.03774324468
30	0.03421458717
31	0.03302795237
32	0.03216355014
33	0.03102062316
34	0.03038415312
35	0.02997740573
36	0.02925429341
37	0.0284757799
38	0.02515265857
39	0.0234628125
40	0.02295886168
41	0.02260472058
42	0.02200828932
43	0.02084573353
44	0.0206631639
45	0.02042644673
46	0.01978817157
47	0.01917288334
48	0.01878726701
49	0.01852702435
50	0.01815499337
51	0.01753903565
52	0.01736009263
53	0.01715812658
54	0.01692733203
55	0.01689527991
56	0.01675904515
57	0.01629478605
58	0.01533809137
59	0.01519466531
60	0.01482786721
61	0.01457559555
62	0.01397291092
63	0.01387825873
64	0.01365778167
65	0.01346926809
66	0.01291560158
67	0.01285267841
68	0.01269926234
69	0.01267835859
70	0.01248012942
71	0.01242109421
72	0.01211206541
73	0.01194444916
74	0.01185432787
75	0.01168913601
76	0.01132506924
77	0.01129774228
78	0.01122143759
79	0.01108012456
80	0.01056632649
81	0.01050333089
82	0.01028565174
83	0.01024293422
84	0.01015011796
85	0.01008400177
86	0.01001994516
87	0.009988204059
88	0.009959765098
89	0.009935376669
90	0.009885531337
91	0.009885482617
92	0.009866758976
93	0.009850531298
94	0.009795709245
95	0.009760167276
96	0.009562440334
97	0.009352897157
98	0.00929523825
99	0.009289608388
100	0.009212923704
101	0.009101311549
102	0.009008764184
103	0.008780087714
104	0.008544967914
105	0.008023409515
106	0.007987249705
107	0.007987238809
108	0.007987200103
109	0.007948496029
110	0.007630076651
111	0.007630053566
112	0.006990506263
113	0.006990427281
114	0.006969233158
115	0.006969196915
116	0.006956395204
117	0.006911387278
118	0.006872008478
119	0.006829894022
120	0.006819640314
121	0.006787327764
122	0.006781114952
123	0.006746223757
124	0.006688819365
125	0.006618192743
126	0.006618192008
127	0.006563683604
128	0.006563664486
129	0.006474270223
130	0.006465323194
131	0.006465297056
132	0.006373490929
133	0.006346806436
134	0.006346808308
135	0.006346796679
136	0.006339400639
137	0.006318607237
138	0.006302283142
139	0.006068845256
140	0.00600908493
141	0.006009067506
142	0.005991362295
143	0.005959316321
144	0.005879070365
145	0.005872532978
146	0.005872540057
147	0.005867867054
148	0.005839195161
149	0.005839187782
150	0.00578588246
151	0.00578588246
152	0.005768357369
153	0.005768339607
154	0.005768345427
155	0.005740665759
156	0.005740619446
157	0.00572240143
158	0.005537107814
159	0.005512059962
160	0.005504099802
161	0.005472390219
162	0.005426988414
163	0.005423723977
164	0.00539933436
165	0.005399327756
166	0.005378990825
167	0.005373089308
168	0.005352925415
169	0.005352920494
170	0.005339418738
171	0.005305568845
172	0.005305552458
173	0.005305552458
174	0.00530555421
175	0.005305549023
176	0.005305544375
177	0.005305540733
178	0.005273701455
179	0.005261320045
180	0.005261323864
181	0.005188286471
182	0.005188283764
183	0.005188272196
184	0.005170801713
185	0.005165320562
186	0.005165320295
187	0.005165315169
188	0.005081337084
189	0.005033814854
190	0.005033765449
191	0.005008381809
192	0.005008375653
193	0.005008287586
194	0.005008272608
195	0.005008272608
196	0.00500826826
197	0.004998966085
198	0.004998967818
199	0.004943914828
200	0.004938127374
201	0.004938127374
202	0.004914714621
203	0.004914702922
204	0.004914688176
205	0.004755166992
206	0.00467515969
207	0.004675160122
208	0.004650380169
209	0.004299351348
210	0.004299351348
211	0.004240307856
212	0.004240307856
213	0.004240306688
214	0.004240292264
215	0.004240295463
216	0.00424029096
217	0.00424028303
218	0.00424027164
219	0.004240267758
220	0.004240263269
221	0.004214460461
222	0.004214461424
223	0.004214457219
224	0.004192902572
225	0.004192898845
226	0.004168741728
227	0.004168743839
228	0.003877286085
229	0.003877275153
230	0.003858227144
231	0.003858220284
232	0.003858148016
233	0.003858148016
234	0.00385814585
235	0.003858143554
236	0.003858142656
237	0.003858139547
238	0.00385813933
239	0.003858139405
240	0.003858141557
241	0.003858141557
242	0.003850499239
243	0.00385049372
244	0.003744324624
245	0.00374431808
246	0.003744315959
247	0.003744310801
248	0.003728922714
249	0.003728922714
250	0.003728906411
251	0.003728906411
252	0.00372888943
253	0.003720669901
254	0.003720642074
255	0.003715912277
256	0.003715914028
257	0.003715888617
258	0.003715876008
259	0.003702708959
260	0.003697220998
261	0.003697220998
262	0.003697222283
263	0.00369722232
264	0.003697225742
265	0.003697214291
266	0.003697222092
267	0.003697215158
268	0.003697209689
269	0.003697209689
270	0.003697212128
271	0.003697206022
272	0.003697192269
273	0.003697174852
274	0.003697183929
275	0.003686013391
276	0.003686013391
277	0.003654489588
278	0.003654490378
279	0.003654485965
280	0.003654471265
281	0.003654429533
282	0.003654427711
283	0.003654425182
284	0.00365441364
285	0.00365440994
286	0.003654406284
287	0.003654406284
288	0.003654401465
289	0.003654399247
290	0.003654386258
291	0.003654368206
292	0.003654368206
293	0.003654363696
294	0.003654354863
295	0.003654347113
296	0.00365434348
297	0.003654337857
298	0.003654334914
299	0.003654321834
300	0.003654324298
301	0.003654304944
302	0.003654301981
303	0.003654300584
304	0.003654291838
305	0.003654278519
